X,Y,objectid,powerplant,unit,country,latitude,longitude,grosspower,netpowerin,type,reactorsup,reactormod,status,dateconstr,dateofcomm,dateofclos,operationa,owner,operators,imagesourc,link
10.402222000372,48.5147219997817,368,Gundremmingen,Gundremmingen-3,Germany,48.514722,10.402222,1344,1288,Boiling Water Reactor, ,BWR-72,Operational,"Wednesday, July 20, 1976","Saturday, January 18, 1985", , ,"RWE,PreussenElektra","Kernkraftwerk,Gundremmingen GmbH",https://upload.wikimedia.org/wikipedia/commons/b/bb/Gundremmingen_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Gundremmingen_Nuclear_Power_Plant
5.27249999993231,50.5346277800085,369,Tihange,Tihange 2,Belgium,50.534628,5.2725,1055,1008,Pressurized Water Reactor, FRAMACEC, ,Operational,"Friday, April 01, 1976","Thursday, June 01, 1983", , ,"Engie Electrabel,EDF Luminus",Engie Electrabel,https://upload.wikimedia.org/wikipedia/commons/3/3b/Tihange_-_nuclear_power_plant.JPG,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station
8.43638899987448,49.2525000002142,370,Philippsburg,Philippsburg 2,Germany,49.2525,8.436389,1468,1402,Pressurized Water Reactor, , ,Operational,"Friday, July 07, 1977","Friday, April 18, 1985", , , ,EnBW,https://upload.wikimedia.org/wikipedia/commons/e/e8/Philippsburg2.jpg,https://en.wikipedia.org/wiki/Philippsburg_Nuclear_Power_Plant
6.21805556032805,49.415833329785,371,Cattenom ,Cattenom 4,France,49.415833,6.218056,1362,1300,Pressurized Water Reactor,Framatome,P4 REP 1300,Operational,"Thursday, September 28, 1983","Thursday, January 01, 1992", , ,Électricité de France,Électricité de France,https://upload.wikimedia.org/wikipedia/commons/4/4e/Nuclear_Power_Plant_Cattenom.jpg,https://en.wikipedia.org/wiki/Cattenom_Nuclear_Power_Plant
18.45694400018,48.2638889999289,372,Mochovce Nuclear Power Plant,Mochovce 4,Slovakia,48.263889,18.456944,471,440,Pressurized Water Reactor, ,VVER V-213+,Under construction,"Wednesday, January 27, 1987", , ,"27 January 1987, restarted in 2009",Slovenské elektrárne a.s.,Electrostation Mochovce,https://upload.wikimedia.org/wikipedia/commons/c/c4/Mochovce_part.jpg,https://en.wikipedia.org/wiki/Mochovce_Nuclear_Power_Plant
26.6497500002871,50.3014059998761,373,Khmelnitskiy ,Khmelnitskiy 5,Ukraine,50.301406,26.64975,1000,0,Pressurized Water Reactor, ,VVER V-320,Never Built, , , , , , , ,https://en.wikipedia.org/wiki/Khmelnitskiy_Nuclear_Power_Plant
6.42111099957701,50.9030559999621,374,AVR,AVR,Germany,50.903056,6.421111,15,13,Very High Temperature Reactor, ,Pebble bed reactor prototype,Shut Down,"Wednesday, August 01, 1961","Tuesday, May 19, 1969","Wednesday, December 31, 1968", , , ,https://upload.wikimedia.org/wikipedia/commons/c/c8/Hogetemperatuurreactor.JPG,https://en.wikipedia.org/wiki/AVR_reactor
26.6497500002871,50.3014059998761,375,Khmelnitskiy ,Khmelnitskiy 3,Ukraine,50.301406,26.64975,1000,950,Pressurized Water Reactor,Atomstroyexport,VVER V-392B,Unfinished,"Sunday, March 01, 1986",2018, , ,Energoatom,Energoatom,https://upload.wikimedia.org/wikipedia/commons/f/f2/Khnpp_2013_-_2.jpg,https://en.wikipedia.org/wiki/Khmelnitskiy_Nuclear_Power_Plant
4.78944443960944,50.090000000258,376,Chooz,Chooz A-1,France,50.09,4.789444,320,305,Pressurized Water Reactor,Framatome,CHOOZ-A,Shut Down,"Tuesday, January 01, 1962","Sunday, April 15, 1967","Thursday, October 30, 1991", , ,Électricité de France,https://upload.wikimedia.org/wikipedia/commons/9/92/Chooz_Nuclear_Power_Plant-9361.jpg,https://en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant
5.27249999993231,50.5346277800085,377,Tihange,Tihange 1,Belgium,50.534628,5.2725,1009,962,Pressurized Water Reactor,ACLF, ,Operational,"Tuesday, June 01, 1970","Thursday, October 01, 1975", , ,"Engie Electrabel,EDF Luminus",Engie Electrabel,https://upload.wikimedia.org/wikipedia/commons/3/3b/Tihange_-_nuclear_power_plant.JPG,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station
5.27249999993231,50.5346277800085,378,Tihange,Tihange 3,Belgium,50.534628,5.2725,1089,1038,Pressurized Water Reactor,ACECOWEN, ,Operational,"Thursday, November 01, 1978","Monday, September 01, 1985", , ,"Engie Electrabel,EDF Luminus",Engie Electrabel,https://upload.wikimedia.org/wikipedia/commons/3/3b/Tihange_-_nuclear_power_plant.JPG,https://en.wikipedia.org/wiki/Tihange_Nuclear_Power_Station
26.5600000002754,55.6044439997994,379,Ignalina,Ignalina 3,Lithuania,55.604444,26.56,1300,1185,Light Water Graphite Reactor,Mintyazhmash,RBMK-1500,Unfinished, , , , , , , ,https://en.wikipedia.org/wiki/Ignalina_Nuclear_Power_Plant
25.8916669997394,51.3277780002303,380,Rivne,Rivne 5,Ukraine,51.327778,25.891667,1000,0,Pressurized Water Reactor,Atomstroyexport,VVER  V-320,Never Built, , , , , , , ,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant
47.9552779999113,52.0911110002441,381,Balakovo Nuclear Power Plant,Balakovo 4,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Operational,"Monday, April 01, 1984","Thursday, December 22, 1993",2053 , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
25.8916669997394,51.3277780002303,382,Rivne,Rivne 3,Ukraine,51.327778,25.891667,1000,950,Pressurized Water Reactor,Atomstroyexport,VVER  V-320,Operational,"February 1, 1980","May 16, 1987", , ,Energoatom,Energoatom,https://upload.wikimedia.org/wikipedia/commons/8/84/%D0%A0%D0%90%D0%AD%D0%A1._%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0.JPG,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant
35.605555999718,51.6749999999885,383,Kursk Nuclear Power Plant,Kursk 6,Russia,51.675,35.605556,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Unfinished,"Saturday, August 01, 1986", ,"Thursday, December 01, 1993", , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/f/fb/RIAN_archive_341194_Kursk_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Kursk_Nuclear_Power_Plant
39.200000000033,51.2750000001481,384,Novovoronezh Nuclear Power Plant,Novovoronezh 2,Russia,51.275,39.2,365,336,Pressurized Water Reactor, ,VVER V-120,Shut down,"Tuesday, June 01, 1964","Wednesday, April 14, 1970","Thursday, August 29, 1990", , ,Energoatom,https://upload.wikimedia.org/wikipedia/commons/2/2d/RIAN_archive_342604_The_Novovoronezh_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant
47.9552779999113,52.0911110002441,385,Balakovo Nuclear Power Plant,Balakovo 2,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Operational,"Sunday, August 01, 1981","Tuesday, January 18, 1988",2043 , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
39.200000000033,51.2750000001481,386,Novovoronezh Nuclear Power Plant II,Novovoronezh II-4,Russia,51.275,39.2,1255,1175,Pressurized Water Reactor,Atomstroyexport,VVER V-510,Planned, , , , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/7/71/Usina_Nuclear_em_Novovoronezh%2C_R%C3%BAssia_01.jpg,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant_II
47.9552779999113,52.0911110002441,387,Balakovo Nuclear Power Plant,Balakovo 3,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Operational,"Tuesday, November 01, 1982","Sunday, April 08, 1989",2048 , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
30.0994439996348,51.3891670001819,388,Chernobyl ,Chernobyl 3,Ukraine,51.389167,30.099444,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Shut down,"Tuesday, March 01, 1976","Wednesday, June 08, 1982","Saturday, December 15, 2000", , ,State Agency of Ukraine on Exclusion Zone Management(SAUEZM),https://upload.wikimedia.org/wikipedia/commons/a/a9/Chernobyl_second_sarcophacus_2018_hnapel_14.jpg,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant
47.9552779999113,52.0911110002441,389,Balakovo Nuclear Power Plant,Balakovo 1,Russia,52.091111,47.955278,1000,950,Pressurized Water Reactor, ,VVER V-320,Operational,"Tuesday, December 01, 1980","Saturday, May 23, 1986",2045 , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/c/c4/BalakovoNPP1.jpg,https://en.wikipedia.org/wiki/Balakovo_Nuclear_Power_Plant
33.2466359999163,54.1691609999557,390,Smolensk Nuclear Power Plant,Smolensk 1,Russia,54.169161,33.246636,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Operational,"Thursday, October 01, 1975","Saturday, September 30, 1983", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/3/36/Smolensk_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Smolensk_Nuclear_Power_Plant
29.043610999839,59.8472219998766,391,Leningrad Nuclear Power Plant,Leningrad 2,Russia,59.847222,29.043611,1000,925,Light Water Graphite Reactor,Atomstroyexport,RBMK-1000,Operational,"Tuesday, June 01, 1970","Thursday, February 11, 1976", , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
35.605555999718,51.6749999999885,392,Kursk Nuclear Power Plant,Kursk 3,Russia,51.675,35.605556,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Operational,"Sunday, April 01, 1978","Saturday, March 30, 1984", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/f/fb/RIAN_archive_341194_Kursk_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Kursk_Nuclear_Power_Plant
35.060277999725,57.9055560000055,393,Kalinin Nuclear Power Plant,Kalinin 4,Russia,57.905556,35.060278,1000,950,Pressurized Water Reactor, ,VVER V-320,Operational,"Saturday, August 01, 1986","Wednesday, December 25, 2012",2041, , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/d/d5/Udomlya_Kalinin_AES.jpg,https://en.wikipedia.org/wiki/Kalinin_Nuclear_Power_Plant
39.200000000033,51.2750000001481,394,Novovoronezh Nuclear Power Plant II,Novovoronezh II-1,Russia,51.275,39.2,1180,1114,Pressurized Water Reactor,Atomstroyexport,VVER V-392M,Operational,"Wednesday, June 24, 2008","Tuesday, February 27, 2017", , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/7/71/Usina_Nuclear_em_Novovoronezh%2C_R%C3%BAssia_01.jpg,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant_II
25.8916669997394,51.3277780002303,395,Rivne,Rivne 1,Ukraine,51.327778,25.891667,420,381,Pressurized Water Reactor,Atomstroyexport,VVER V-213,Operational,"August 1, 1973","September 22, 1981", , ,Energoatom,Energoatom,https://upload.wikimedia.org/wikipedia/commons/8/84/%D0%A0%D0%90%D0%AD%D0%A1._%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0.JPG,https://en.wikipedia.org/wiki/Rivne_Nuclear_Power_Plant
26.0891666697732,54.7611111099204,396,Minsk,Minsk 1,Belarus,54.761111,26.089167,1000,0,Pressurized Water Reactor,Atomstroyexport,VVER-1000,Unfinished,"Tuesday, June 05, 1905", ,1987, , , ,https://upload.wikimedia.org/wikipedia/commons/2/27/%D0%A3%D0%B7%D0%B2%D1%8F%D0%B4%D0%B7%D0%B5%D0%BD%D0%BD%D0%B5_%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B9_%D0%90%D0%AD%D0%A1_%282015%29_%2802%29.jpg,https://en.wikipedia.org/wiki/Belarusian_nuclear_power_plant
30.0994439996348,51.3891670001819,397,Chernobyl ,Chernobyl 4,Ukraine,51.389167,30.099444,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Exploded,"Monday, April 01, 1979","Tuesday, March 26, 1984","Sunday, April 26, 1986", , ,State Agency of Ukraine on Exclusion Zone Management(SAUEZM),https://upload.wikimedia.org/wikipedia/commons/5/55/Chernobyl_New_Safe_Confinement_August_2016.jpg,https://en.wikipedia.org/wiki/Chernobyl_Nuclear_Power_Plant
29.043610999839,59.8472219998766,398,Leningrad Nuclear Power Plant,Leningrad II - 3,Russia,59.847222,29.043611,1170,1085,Pressurized Water Reactor,Atomstroyexport,VVER V-491,Planned, , , , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
26.0891666697732,54.7611111099204,399,Minsk,Minsk 2,Belarus,54.761111,26.089167,1000,0,Pressurized Water Reactor,Atomstroyexport,VVER-1000,Unfinished,"Tuesday, June 05, 1905", ,1987, , , ,https://upload.wikimedia.org/wikipedia/commons/2/27/%D0%A3%D0%B7%D0%B2%D1%8F%D0%B4%D0%B7%D0%B5%D0%BD%D0%BD%D0%B5_%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%BA%D0%B0%D0%B9_%D0%90%D0%AD%D0%A1_%282015%29_%2802%29.jpg,https://en.wikipedia.org/wiki/Belarusian_nuclear_power_plant
29.043610999839,59.8472219998766,400,Leningrad Nuclear Power Plant,Leningrad 4,Russia,59.847222,29.043611,1000,925,Light Water Graphite Reactor,Atomstroyexport,RBMK-1000,Operational,"Sunday, February 01, 1975","Sunday, August 29, 1981", , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
29.043610999839,59.8472219998766,401,Leningrad Nuclear Power Plant,Leningrad II - 1,Russia,59.847222,29.043611,1187,1085,Pressurized Water Reactor,Atomstroyexport,VVER V-491,Operational,"Sunday, October 25, 2008","Tuesday, October 29, 2018", , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
33.2466359999163,54.1691609999557,402,Smolensk Nuclear Power Plant,Smolensk 5,Russia,54.169161,33.246636,1000,925,Light Water Graphite Reactor, ,RBMK-1000,Unfinished, , , , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/3/36/Smolensk_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Smolensk_Nuclear_Power_Plant
29.043610999839,59.8472219998766,403,Leningrad Nuclear Power Plant,Leningrad 1,Russia,59.847222,29.043611,1000,925,Light Water Graphite Reactor,Atomstroyexport,RBMK-1000,Shut down,"Monday, March 01, 1970","Saturday, November 01, 1974","Saturday, December 21, 2018", ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
29.043610999839,59.8472219998766,404,Leningrad Nuclear Power Plant,Leningrad II - 4,Russia,59.847222,29.043611,1170,1085,Pressurized Water Reactor,Atomstroyexport,VVER V-491,Planned, , , , ,Rosenergoatom,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/5/53/RIAN_archive_305005_Leningrad_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Leningrad_Nuclear_Power_Plant
39.200000000033,51.2750000001481,405,Novovoronezh Nuclear Power Plant,Novovoronezh 3,Russia,51.275,39.2,417,385,Pressurized Water Reactor, ,VVER V-179,Shut down,"Sunday, July 01, 1967","Friday, June 29, 1972","Monday, December 25, 2016", , ,Energoatom,https://upload.wikimedia.org/wikipedia/commons/2/2d/RIAN_archive_342604_The_Novovoronezh_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant
39.200000000033,51.2750000001481,406,Novovoronezh Nuclear Power Plant,Novovoronezh 4,Russia,51.275,39.2,417,385,Pressurized Water Reactor, ,VVER V-179,Operational,"Sunday, July 01, 1967","Sunday, March 24, 1973", , , ,Energoatom,https://upload.wikimedia.org/wikipedia/commons/2/2d/RIAN_archive_342604_The_Novovoronezh_nuclear_power_plant.jpg,https://en.wikipedia.org/wiki/Novovoronezh_Nuclear_Power_Plant
25.8916669997394,51.3277780002303,407,Rivne,Rivne 6,Ukraine,51.327778,25.891667,1000,0,Pressurized Water Reactor, ,VVER  V-321,Never Built, , , , , , , , 
-3.22605000023678,55.015659999974,408,Chapelcross,Chapelcross 4,United Kingdom,55.01566,-3.22605,60,48,Gas Cooled Reactor, ,Magnox,Shut down,"Sunday, October 01, 1955","Wednesday, March 01, 1960","Saturday, July 02, 2004", ,Nuclear Decommissioning Authority,"Magnox Ltd United Kingdom, Atomic Energy Authority",https://upload.wikimedia.org/wikipedia/commons/7/7e/Chapelcross_Nuclear_Power_Station_2.jpg,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station
18.0889030002792,54.743233000121,409,Żarnowiec Nuclear Power Plant,Żarnowiec 4,Poland,54.743233,18.088903,440,0,Pressurized Water Reactor, ,VVER-440,Never built, , ,"Wednesday, September 04, 1990", , , ,https://en.wikipedia.org/wiki/%C5%BBarnowiec_Nuclear_Power_Plant,https://upload.wikimedia.org/wikipedia/commons/4/40/Zarnowiec_elektrownia_atomowa.jpg
-3.94843899992541,52.9248640000267,410,Trawsfynydd,Trawsfynydd 2,United Kingdom,52.924864,-3.948439,235,195,Gas Cooled Reactor,Atomic Power Constructions,Magnox,Shut down,"Thursday, July 01, 1959","Friday, March 25, 1965","Tuesday, February 04, 1991", ,Nuclear Decommissioning Authority,Magnox Ltd,https://upload.wikimedia.org/wikipedia/commons/5/5e/Trawsfynydd_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station
-2.40908000017732,55.967990000109,411,Torness,Torness 2,United Kingdom,55.96799,-2.40908,682,595,Gas Cooled Reactor, ,Advanced gas cooled reactor,Operational,"Saturday, August 01, 1980","Saturday, February 03, 1989",2023, , ,EDF Energy,https://upload.wikimedia.org/wikipedia/commons/3/32/Torness_Nuclear_Power_Station_-_April_2016.jpg,https://en.wikipedia.org/wiki/Torness_Nuclear_Power_Station
-3.12747699993107,51.2090340000904,412,Hinkley Point B,Hinkley Point B 1,United Kingdom,51.209034,-3.127477,655,435,Gas Cooled Reactor,Whessoe and Strachan & Henshaw,Advanced gas cooled reactor,Operational,"Saturday, September 01, 1967","Tuesday, October 02, 1978",2023,2023(Expected ),Central Electricity Generating Board (1976–1989) Nuclear Electric (1989–1996) British Energy (1996–2009) EDF Energy (2009–present),EDF Energy,https://upload.wikimedia.org/wikipedia/commons/3/37/Hinkley_Point_B_power_station.jpg,https://en.wikipedia.org/wiki/Hinkley_Point_B_Nuclear_Power_Station
-3.94843899992541,52.9248640000267,413,Trawsfynydd,Trawsfynydd 1,United Kingdom,52.924864,-3.948439,235,195,Gas Cooled Reactor,Atomic Power Constructions,Magnox,Shut down,"Thursday, July 01, 1959","Thursday, March 24, 1965","Thursday, February 06, 1991", ,Nuclear Decommissioning Authority,Magnox Ltd,https://upload.wikimedia.org/wikipedia/commons/5/5e/Trawsfynydd_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Trawsfynydd_nuclear_power_station
-4.89000000018767,55.7222219998413,414,Hunterston A,Hunterston A 2,United Kingdom,55.722222,-4.89,173,150,Gas Cooled Reactor,General Electric Company,Magnox,Shut down,"Wednesday, October 01, 1957","Thursday, July 01, 1964","Monday, December 31, 1989", ,SSEB (1964-1990) Scottish Nuclear (1990-1996) Magnox Electric (1996-2005) Nuclear Decommissioning Authority (2005-present),Nuclear Decommissioning Authority,https://upload.wikimedia.org/wikipedia/commons/5/50/Hunterston_A_nuclear_power_station.jpg,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
0.89694400044841,51.7413889999986,415,Bradwell,Bradwell 1,United Kingdom,51.741389,0.896944,146,123,Gas Cooled Reactor,The Nuclear Power Group (TNPG),Magnox,Shut down,"Wednesday, January 01, 1957","Monday, July 01, 1962","Monday, March 31, 2002", ,Nuclear Decommissioning Authority,Magnox Ltd,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bradwell_nuclear_power_station%2C_from_south-west.jpg,https://en.wikipedia.org/wiki/Bradwell_nuclear_power_station
-4.89000000018767,55.7222219998413,416,Hunterston A,Hunterston A 1,United Kingdom,55.722222,-4.89,173,150,Gas Cooled Reactor,General Electric Company,Magnox,Shut down,"Wednesday, October 01, 1957","Thursday, February 05, 1964","Saturday, March 30, 1990", ,SSEB (1964-1990) Scottish Nuclear (1990-1996) Magnox Electric (1996-2005) Nuclear Decommissioning Authority (2005-present),Nuclear Decommissioning Authority,https://upload.wikimedia.org/wikipedia/commons/5/50/Hunterston_A_nuclear_power_station.jpg,https://en.wikipedia.org/wiki/Hunterston_A_nuclear_power_station
12.9208330001354,55.7444440001908,417,Barsebäck Nuclear Power Plant,Barsebäck 1,Sweden,55.744444,12.920833,615,600,Boiling Water Reactor, ,ABB-II,Shut down,"Tuesday, February 01, 1971","Wednesday, July 01, 1975","Wednesday, November 30, 1999", ,Barsebäck Kraft,Barsebäck Kraft AB,https://upload.wikimedia.org/wikipedia/commons/5/55/Barseb%C3%A4ck.jpg,https://en.wikipedia.org/wiki/Barseb%C3%A4ck_Nuclear_Power_Plant
-3.22605000023678,55.015659999974,418,Chapelcross,Chapelcross 1,United Kingdom,55.01566,-3.22605,60,48,Gas Cooled Reactor, ,Magnox,Shut down,"Sunday, October 01, 1955","Monday, March 01, 1959","Wednesday, June 29, 2004", ,Nuclear Decommissioning Authority,"Magnox Ltd United Kingdom, Atomic Energy Authority",https://upload.wikimedia.org/wikipedia/commons/7/7e/Chapelcross_Nuclear_Power_Station_2.jpg,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station
-3.51091099963617,54.4295660000262,419,Moorside,Moorside 2,United Kingdom,54.429566,-3.510911,1135,1000,Pressurized Water Reactor,Westinghouse,AP1000,Planned, , , , ,NuGeneration, , ,https://en.wikipedia.org/wiki/Moorside_nuclear_power_station#AP1001
10.4088889999667,53.4100000001649,420,Krümmel,Krümmel,Germany,53.41,10.408889,1402,1367,Boiling Water Reactor,Siemens,BWR-69,Shut Down,"Saturday, April 05, 1974","Thursday, March 28, 1984","Sunday, August 06, 2011", ,"PreussenElektra,Vattenfall",Vattenfall,https://upload.wikimedia.org/wikipedia/commons/d/dd/Kernkraftwerk_Kruemmel_Side_retouched.jpg,https://en.wikipedia.org/wiki/Kr%C3%BCmmel_Nuclear_Power_Plant
6.32694400038126,51.7630560002697,421,SNR-300,SNR-300,Germany,51.763056,6.326944,327,0,Fast Breeder Reactor, , ,"Finished;Never Started",1972, ,1985, , , ,https://upload.wikimedia.org/wikipedia/commons/a/a0/SchnellerBrueterKalkar.jpg,https://en.wikipedia.org/wiki/SNR-300
-2.40908000017732,55.967990000109,422,Torness,Torness 1,United Kingdom,55.96799,-2.40908,682,595,Gas Cooled Reactor, ,Advanced gas cooled reactor,Operational,"Saturday, August 01, 1980","Thursday, May 25, 1988",2023, , ,EDF Energy,https://upload.wikimedia.org/wikipedia/commons/3/32/Torness_Nuclear_Power_Station_-_April_2016.jpg,https://en.wikipedia.org/wiki/Torness_Nuclear_Power_Station
-2.9161109998503,54.0288890001576,423,Heysham,Heysham B 1,United Kingdom,54.028889,-2.916111,680,610,Gas Cooled Reactor, ,Advanced gas cooled reactor,Operational,"Saturday, August 01, 1980","Tuesday, April 03, 1989",2030,2030(Expected), ,EDF Energy,https://upload.wikimedia.org/wikipedia/commons/7/77/Heysham_Power_Station%2C_evening_from_South.jpg,https://en.wikipedia.org/wiki/Heysham_nuclear_power_station
-2.57083300022869,51.6488890002278,424,Oldbury B,Oldbury B 1,United Kingdom,51.648889,-2.570833,1380,1300,Boiling Water Reactor, ,ABWR,Planned, , , , , , , ,https://en.wikipedia.org/wiki/List_of_nuclear_reactors
-2.9161109998503,54.0288890001576,425,Heysham,Heysham A 1,United Kingdom,54.028889,-2.916111,625,585,Gas Cooled Reactor, ,Advanced gas cooled reactor,Operational,"Wednesday, December 01, 1970","Sunday, April 01, 1989",2024,2024(Expected), ,EDF Energy,https://upload.wikimedia.org/wikipedia/commons/3/37/Heysham_Power_Station%2C_from_dockside.jpg,https://en.wikipedia.org/wiki/Heysham_nuclear_power_station
-2.49361100039071,51.6924999997914,426,Berkeley ,Berkeley 2,United Kingdom,51.6925,-2.493611,166,138,Gas Cooled Reactor, The Nuclear Power Group (TNPG),Magnox,Shut down,"Wednesday, January 01, 1957","Sunday, October 20, 1962","Thursday, October 26, 1988", , , ,https://upload.wikimedia.org/wikipedia/commons/1/1b/BerkeleyPowerStation.jpg,https://en.wikipedia.org/wiki/Berkeley_Nuclear_Power_Station
-3.49749999955556,54.4205000000812,427,Calder Hall,Calder Hall 1,United Kingdom,54.4205,-3.4975,60,49,Gas Cooled Reactor,United Kingdom Atomic Energy,Magnox,Shut down,"Sunday, August 01, 1953","Tuesday, October 01, 1956","Tuesday, March 31, 2003", , , ,https://upload.wikimedia.org/wikipedia/commons/1/16/Calder_Hall_nuclear_power_station_%2811823864155%29.jpg,https://en.wikipedia.org/wiki/Sellafield#Calder_Hall_nuclear_power_station
-3.22605000023678,55.015659999974,428,Chapelcross,Chapelcross 2,United Kingdom,55.01566,-3.22605,60,48,Gas Cooled Reactor, ,Magnox,Shut down,"Sunday, October 01, 1955","Sunday, August 01, 1959","Thursday, June 30, 2004", ,Nuclear Decommissioning Authority,"Magnox Ltd United Kingdom, Atomic Energy Authority",https://upload.wikimedia.org/wikipedia/commons/7/7e/Chapelcross_Nuclear_Power_Station_2.jpg,https://en.wikipedia.org/wiki/Chapelcross_nuclear_power_station
5.09333332967654,51.218611109975,429,Mol,Mol,Belgium,51.218611,5.093333,12,10,Pressurized Water Reactor, ,Westinghouse BR-3,Decommissioned,"Saturday, November 01, 1957","Thursday, October 10, 1962","Wednesday, June 30, 1987", , , , ,https://en.wikipedia.org/wiki/SCK%E2%80%A2CEN
12.1108329996194,57.259721999822,430,Ringhals Nuclear Power Plant,Ringhals 4,Sweden,57.259722,12.110833,1171,1104,Pressurized Water Reactor, ,WE 3-loops,Operational,"Friday, November 01, 1973","Tuesday, November 21, 1983", , , ,"Ringhals AB (Vattenfall 70.4%, Sydkraft Nuclear 29.6%)",https://upload.wikimedia.org/wikipedia/commons/1/1d/Ringhals.JPG,https://en.wikipedia.org/wiki/Ringhals_Nuclear_Power_Plant
