X,Y,objectid,powerplant,unit,country,latitude,longitude,grosspower,netpowerin,type,reactorsup,reactormod,status,dateconstr,dateofcomm,dateofclos,operationa,owner,operators,imagesourc,link
170.316666999573,69.7000000000684,1,Akademik Lomonosov,Akademik 2,Russia,69.7,170.316667,35,32,Pressurized Water Reactor, ,KLT-40S,Operational,"Monday, April 15, 2007","Thursday, June 30, 2010", , ,Rosatom, ,https://upload.wikimedia.org/wikipedia/commons/1/10/%D0%9F%D0%BB%D0%B0%D0%B2%D1%83%D1%87%D0%B0_%D0%90%D0%95%D0%A1_%22%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D1%96%D0%BA_%D0%9B%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D1%81%D0%BE%D0%B2%22%2C_%D0%BA%D0%B2%D1%96%D1%82%D0,https://en.wikipedia.org/wiki/Akademik_Lomonosov
141.025556000375,37.3163889997451,2,Fukushima Daini,Fukushima Daini 1,Japan,37.316389,141.025556,1110,1067,Boiling Water Reactor,"Toshiba,Hitachi",BWR-5,Operation Suspended,"Wednesday, March 16, 1976","Wednesday, April 20, 1982", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/a/a4/Daini_Offshore.jpg,https://en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant
141.390278000185,41.1880559996648,3,Higashidōri,Higashidōri 3,Japan,41.188056,141.390278,0,0, , , ,Planned, , , , , , , ,https://en.wikipedia.org/wiki/Higashid%C5%8Dri_Nuclear_Power_Plant
141.390278000185,41.1880559996648,4,Higashidōri,Higashidōri 1,Japan,41.188056,141.390278,1100,1067,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Wednesday, November 07, 2000","Friday, December 08, 2005", , , ,Tokyo Electric Power Company, ,https://en.wikipedia.org/wiki/Higashid%C5%8Dri_Nuclear_Power_Plant
140.512500000091,43.0361110002932,5,Tomari Nuclear Power Plant,Tomari 1,Japan,43.036111,140.5125,579,550,Pressurized Water Reactor, ,Mitsubishi (2-loop),Operation Suspended,"Friday, April 18, 1985","Friday, June 22, 1989", , , ,Hokkaido Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/db/Tomari_Nuclear_Power_Plant_01.jpg,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant
141.025556000375,37.3163889997451,6,Fukushima Daini,Fukushima Daini 3,Japan,37.316389,141.025556,1110,1067,Boiling Water Reactor,"Toshiba,Hitachi",BWR-5,Operation Suspended,"Tuesday, March 23, 1981","Saturday, June 21, 1985", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/a/a4/Daini_Offshore.jpg,https://en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant
170.316666999573,69.7000000000684,7,Akademik Lomonosov,Akademik 1,Russia,69.7,170.316667,35,32,Pressurized Water Reactor, ,KLT-40S,Operational,"Monday, April 15, 2007","Thursday, June 30, 2010", , ,Rosatom, ,https://upload.wikimedia.org/wikipedia/commons/1/10/%D0%9F%D0%BB%D0%B0%D0%B2%D1%83%D1%87%D0%B0_%D0%90%D0%95%D0%A1_%22%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D1%96%D0%BA_%D0%9B%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D1%81%D0%BE%D0%B2%22%2C_%D0%BA%D0%B2%D1%96%D1%82%D0,https://en.wikipedia.org/wiki/Akademik_Lomonosov
141.499721999733,38.4011110000146,8,Onagawa,Onagawa 2,Japan,38.401111,141.499722,825,796,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Saturday, April 12, 1991","Saturday, July 28, 1995", , , ,Tohoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/c5/Onagawa_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant
166.538610999649,68.0502780000374,9,Bilibino Nuclear Power Plant,Bilibino 1,Russia,68.050278,166.538611,12,11,Light Water Graphite Reactor, ,EGP-6,Shut down,"Friday, January 01, 1970","Tuesday, April 01, 1974","Tuesday, January 14, 2019", , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bilibino_Nuclear_Power_Plant.JPG,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant
141.033055999648,37.4230560001655,10,Fukushima Daiichi,Fukushima Daiichi 3,Japan,37.423056,141.033056,784,760,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-4,Inoperable,"Tuesday, December 28, 1970","Sunday, March 27, 1976","Friday, May 19, 2011", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
141.033055999648,37.4230560001655,11,Fukushima Daiichi,Fukushima Daiichi 2,Japan,37.423056,141.033056,784,760,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-4,Inoperable,"Tuesday, June 09, 1969","Friday, July 18, 1974","Friday, May 19, 2011", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
141.033055999648,37.4230560001655,12,Fukushima Daiichi,Fukushima Daiichi 5,Japan,37.423056,141.033056,784,760,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-4,Shut down,"Tuesday, May 22, 1972","Wednesday, April 18, 1978","Wednesday, December 17, 2013", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
140.606667000185,36.4663890000913,13,Tōkai Nuclear Power Plant,Tōkai 1,Japan,36.466389,140.606667,166,137,Gas Cooled Reactor,"GE Hitachi Shimizu, Fuji Electric GEC",MAGNOX,Shut down,"Thursday, March 01, 1961","Tuesday, July 25, 1966","Wednesday, March 31, 1998", , ,Japan Atomic Power Company,https://upload.wikimedia.org/wikipedia/commons/6/66/HD.15.058_%2811840039684%29.jpg,https://en.wikipedia.org/wiki/T%C5%8Dkai_Nuclear_Power_Plant
141.025556000375,37.3163889997451,14,Fukushima Daini,Fukushima Daini 2,Japan,37.316389,141.025556,1110,1067,Boiling Water Reactor,"Toshiba,Hitachi",BWR-5,Operation Suspended,"Saturday, May 25, 1979","Saturday, February 03, 1984", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/a/a4/Daini_Offshore.jpg,https://en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant
166.538610999649,68.0502780000374,15,Bilibino Nuclear Power Plant,Bilibino 4,Russia,68.050278,166.538611,12,11,Light Water Graphite Reactor, ,EGP-6,Operational,"Friday, January 01, 1970","Sunday, January 01, 1977", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bilibino_Nuclear_Power_Plant.JPG,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant
140.512500000091,43.0361110002932,16,Tomari Nuclear Power Plant,Tomari 2,Japan,43.036111,140.5125,579,550,Pressurized Water Reactor, ,Mitsubishi (2-loop),Operation Suspended,"Friday, June 13, 1985","Saturday, April 12, 1991", , , ,Hokkaido Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/db/Tomari_Nuclear_Power_Plant_01.jpg,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant
166.538610999649,68.0502780000374,17,Bilibino Nuclear Power Plant,Bilibino 2,Russia,68.050278,166.538611,12,11,Light Water Graphite Reactor, ,EGP-6,Operational,"Friday, January 01, 1970","Sunday, February 01, 1975", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bilibino_Nuclear_Power_Plant.JPG,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant
141.499721999733,38.4011110000146,18,Onagawa,Onagawa 1,Japan,38.401111,141.499722,524,498,Boiling Water Reactor, ,BWR-4,Shut down,"Wednesday, July 08, 1980","Saturday, June 01, 1984","Saturday, December 21, 2018", , ,Tohoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/c5/Onagawa_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant
141.033055999648,37.4230560001655,19,Fukushima Daiichi,Fukushima Daiichi 6,Japan,37.423056,141.033056,1110,1067,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-5,Shut down,"Saturday, October 26, 1973","Thursday, October 24, 1979","Wednesday, December 17, 2013", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
140.606667000185,36.4663890000913,20,Tōkai Nuclear Power Plant,Tōkai 2,Japan,36.466389,140.606667,1100,1060,Boiling Water Reactor,"GE Hitachi Shimizu, Fuji Electric GEC",BWR-5,Operation Suspended,"Thursday, October 03, 1973","Wednesday, November 28, 1978", , , ,Japan Atomic Power Company,https://upload.wikimedia.org/wikipedia/commons/6/66/HD.15.058_%2811840039684%29.jpg,https://en.wikipedia.org/wiki/T%C5%8Dkai_Nuclear_Power_Plant
140.910278000012,41.5097219999191,21,Ōma,Ōma 1,Japan,41.509722,140.910278,1383,1325,Boiling Water Reactor, ,ABWR,Under Construction,"Saturday, May 07, 2010", , , , ,Electric Power Development Company (J-Power),https://upload.wikimedia.org/wikipedia/commons/6/6e/Kernkraftwerk_%C5%8Cma.jpg,https://en.wikipedia.org/wiki/Ōma_Nuclear_Power_Plant
140.512500000091,43.0361110002932,22,Tomari Nuclear Power Plant,Tomari 3,Japan,43.036111,140.5125,912,866,Pressurized Water Reactor, ,Mitsubishi (3-loop),Operation Suspended,"Friday, November 18, 2004","Wednesday, December 22, 2009", , , ,Hokkaido Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/db/Tomari_Nuclear_Power_Plant_01.jpg,https://en.wikipedia.org/wiki/Tomari_Nuclear_Power_Plant
141.499721999733,38.4011110000146,23,Onagawa,Onagawa 3,Japan,38.401111,141.499722,825,796,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Saturday, January 23, 1998","Thursday, January 30, 2002", , , ,Tohoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/c5/Onagawa_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Onagawa_Nuclear_Power_Plant
141.033055999648,37.4230560001655,24,Fukushima Daiichi,Fukushima Daiichi 4,Japan,37.423056,141.033056,784,760,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-4,Inoperable/Shut down,"Tuesday, February 12, 1973","Friday, October 12, 1978","Friday, May 19, 2011", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
141.390278000185,41.1880559996648,25,Higashidōri,Higashidōri 2,Japan,41.188056,141.390278,0,0,Advanced Boiling Water Reactor, , ,Planned, , , , , , , ,https://en.wikipedia.org/wiki/Higashid%C5%8Dri_Nuclear_Power_Plant
141.033055999648,37.4230560001655,26,Fukushima Daiichi,Fukushima Daiichi 1,Japan,37.423056,141.033056,460,439,Boiling Water Reactor,"General Electric, Toshiba ,Hitachi",BWR-3,Inoperable,"Wednesday, July 25, 1967","Saturday, March 26, 1971","Friday, May 19, 2011", ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/4/44/Fukushima_I_NPP_1975_medium_crop_rotated_labeled.jpg,https://en.wikipedia.org/wiki/Fukushima_Daiichi_Nuclear_Power_Plant
141.025556000375,37.3163889997451,27,Fukushima Daini,Fukushima Daini 4,Japan,37.316389,141.025556,1110,1067,Boiling Water Reactor,"Toshiba,Hitachi",BWR-5,Operation Suspended,"Friday, May 28, 1981","Wednesday, August 25, 1987", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/a/a4/Daini_Offshore.jpg,https://en.wikipedia.org/wiki/Fukushima_Daini_Nuclear_Power_Plant
141.390278000185,41.1880559996648,28,Higashidōri,Higashidōri 4,Japan,41.188056,141.390278,0,0, , , ,Planned, , , , , , , ,https://en.wikipedia.org/wiki/Higashid%C5%8Dri_Nuclear_Power_Plant
166.538610999649,68.0502780000374,29,Bilibino Nuclear Power Plant,Bilibino 3,Russia,68.050278,166.538611,12,11,Light Water Graphite Reactor, ,EGP-6,Operational,"Friday, January 01, 1970","Monday, February 01, 1976", , , ,Rosenergoatom,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bilibino_Nuclear_Power_Plant.JPG,https://en.wikipedia.org/wiki/Bilibino_Nuclear_Power_Plant
132.311388999724,33.4908329997474,30,Ikata,Ikata 1,Japan,33.490833,132.311389,566,538,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Sunday, September 01, 1973","Saturday, September 30, 1977","Saturday, March 25, 2016", , ,Shikoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/ce/Ikata_Nuclear_Powerplant.JPG,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant
125.753999999844,39.800000000001,31,Nyongbyon ,Nyongbyon 1,North Korea,39.8,125.754,5,0,Gas Cooled Reactor, ,Magnox,Shut down, , ,1994, , , ,https://upload.wikimedia.org/wikipedia/commons/d/d2/Yongbyon_5MWe_Magnox_reactor.jpg,https://en.wikipedia.org/wiki/Nyongbyon_Nuclear_Scientific_Research_Center
129.477777999959,35.7166670000459,32,Shin-Wolsong,Shin-Wolsong 2,South Korea,35.716667,129.477778,1000,960,Pressurized Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",OPR-1001,Operational,"Wednesday, September 23, 2008","Friday, February 26, 2015", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
129.477777999959,35.7166670000459,33,Shin-Wolsong,Shin-Wolsong 1,South Korea,35.716667,129.477778,1043,991,Pressurized Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",OPR-1000,Operational,"Wednesday, November 20, 2007","Wednesday, July 31, 2012", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
129.477777999959,35.7166670000459,34,Wolsong,Wolsong 3,South Korea,35.716667,129.477778,698,654,Pressurized Heavy Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",CANDU-6 (Canada Deuterium Uranium),Operational,"Friday, March 17, 1994","Thursday, July 01, 1998", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
129.290053000042,35.3199039996947,35,Shin Kori,Shin Kori 1,South Korea,35.319904,129.290053,1048,1000,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C", OPR-1000,Operational,"Saturday, June 16, 2006","Tuesday, February 28, 2011", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
129.290053000042,35.3199039996947,36,Kori,Kori 1,South Korea,35.319904,129.290053,608,576,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",WH-60,Shut down,"Friday, April 27, 1972","Sunday, April 29, 1978","Monday, June 18, 2017", ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
130.189722000379,31.8336110002026,37,Sendai,Sendai 1,Japan,31.833611,130.189722,890,846,Pressurized Water Reactor, ,Mitsubishi (3-loop),Operational,"Sunday, December 15, 1979","Thursday, July 04, 1984", , , ,Kyūshū Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/97/Sendai.JPG,https://en.wikipedia.org/wiki/Sendai_Nuclear_Power_Plant
129.290053000042,35.3199039996947,38,Shin Kori,Shin Kori 6,South Korea,35.319904,129.290053,1400,1340,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",APR-1403,Under Construction,"Friday, September 20, 2018", , , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power, ,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
138.601666999651,37.4283329997974,39,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 4,Japan,37.428333,138.601667,1100,1067,Boiling Water Reactor,Hitatchi,BWR-5,Operation Suspended,"Tuesday, March 05, 1990","Friday, August 11, 1994", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
136.016388999822,35.7544440001964,40,Fugen ,Fugen 1,Japan,35.754444,136.016389,165,148,Heavy Water Light Water Reactor, ,Advanced Test Reactor(ATR),Shut down,"Thursday, May 10, 1972","Wednesday, March 20, 1979","Sunday, March 29, 2003", , ,Japan Atomic Energy Agency,https://upload.wikimedia.org/wikipedia/commons/6/6c/Fugen_NPP_1975.jpg,https://en.wikipedia.org/wiki/Fugen_Nuclear_Power_Plant
135.503956000053,35.5219920001169,41,Takahama Nuclear Power Plant,Takahama 3,Japan,35.521992,135.503956,870,830,Pressurized Water Reactor,Mitsubishi Heavy Industries,Mitsubishi (3-loop),Operational,"Saturday, December 12, 1980","Friday, January 17, 1985", , , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/0/09/Takahama_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant
126.423889000132,35.4150000003453,42,Hanbit,Hanbit 4,South Korea,35.415,126.423889,1049,997,Pressurized Water Reactor, ,OPR-1000,Operational,"Sunday, May 26, 1990","Tuesday, January 01, 1996", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
138.142499999912,34.6236109998068,43,Hamaoka,Hamaoka 5,Japan,34.623611,138.1425,1380,1325,Boiling Water Reactor, ,ABWR,Operation Suspended,"Thursday, July 12, 2000","Wednesday, January 18, 2005", , , ,Chubu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/2/20/Hamaoka_NPP_201005.jpg,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
129.290053000042,35.3199039996947,44,Kori,Kori 2,South Korea,35.319904,129.290053,676,639,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",WH F,Operational,"Monday, December 04, 1977","Tuesday, July 25, 1983", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
135.503956000053,35.5219920001169,45,Takahama Nuclear Power Plant,Takahama 4,Japan,35.521992,135.503956,870,830,Pressurized Water Reactor,Mitsubishi Heavy Industries,Mitsubishi (3-loop),Operational,"Friday, March 19, 1981","Thursday, June 05, 1985", , , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/0/09/Takahama_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant
135.963578000076,35.7034750000313,46,Mihama,Mihama 2,Japan,35.703475,135.963578,500,470,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Thursday, May 29, 1968","Wednesday, July 25, 1972","Monday, March 01, 2015", , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/8/8c/Mihama_Nuclear_Power_Plant_%282016-11-12%29.jpg,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant
129.290053000042,35.3199039996947,47,Kori,Kori 3,South Korea,35.319904,129.290053,1042,1011,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",WH F,Operational,"Tuesday, October 01, 1979","Tuesday, September 30, 1985", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
138.142499999912,34.6236109998068,48,Hamaoka,Hamaoka 3,Japan,34.623611,138.1425,1100,1056,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Tuesday, April 18, 1983","Saturday, August 28, 1987", , , ,Chubu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/2/20/Hamaoka_NPP_201005.jpg,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
135.652032999709,35.540625000325,49,Ōi,Ōi 2,Japan,35.540625,135.652033,1175,1120,Pressurized Water Reactor,Westinghouse,Westinghouse (4-loop),Shut down,"Saturday, December 08, 1972","Thursday, December 05, 1979","Saturday, December 01, 2017", ,Kansai Electric Power Company,Kansai Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/f/f9/Oi_NPP_1975.jpg,https://en.wikipedia.org/wiki/Ōi_Nuclear_Power_Plant
129.383610999865,37.0927779999269,50,Hanul,Hanul 1,South Korea,37.092778,129.383611,1003,960,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),France CPI,Operational,"Thursday, January 26, 1983","Sunday, September 10, 1988", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
129.383610999865,37.0927779999269,51,Shin-Hanul,Shin-Hanul 1,South Korea,37.092778,129.383611,1400,1340,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),(Advanced Power Reactor)APR-1400,Under Construction,"Wednesday, July 10, 2012", , , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power, ,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
129.83722200042,33.5155560000397,52,Genkai,Genkai 1,Japan,33.515556,129.837222,559,529,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Thursday, September 15, 1971","Thursday, October 15, 1975","Tuesday, April 27, 2015", ,Kyūshū Electric Power Company,Kyushu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/98/GenkaiNuclearPowerPlant.JPG,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant
126.423889000132,35.4150000003453,53,Hanbit,Hanbit 3,South Korea,35.415,126.423889,1050,997,Pressurized Water Reactor, ,OPR-1000,Operational,"Sunday, December 23, 1989","Saturday, March 31, 1995", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
135.652032999709,35.540625000325,54,Ōi,Ōi 3,Japan,35.540625,135.652033,1180,1127,Pressurized Water Reactor,Mitsubishi Heavy Industries,Mitsubishi (4-loop),Operational,"Sunday, October 03, 1987","Thursday, December 18, 1991", , ,Kansai Electric Power Company,Kansai Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1d/Ohi_Nuclear_Power_Plant_%2802010077%29.jpg,https://en.wikipedia.org/wiki/Ōi_Nuclear_Power_Plant
136.726389000152,37.0611109997471,55,Shika,Shika 2,Japan,37.061111,136.726389,1150,1108,Boiling Water Reactor,Hitachi,ABWR,Operation Suspended,"Tuesday, August 20, 2001","Thursday, March 15, 2006", , , ,Hokuriku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/8/8f/Shika_Nuclear_Power_Plant_02.jpg,https://en.wikipedia.org/wiki/Shika_Nuclear_Power_Plant
138.601666999651,37.4283329997974,56,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 1,Japan,37.428333,138.601667,1100,1067,Boiling Water Reactor,Toshiba,BWR-5,Operation Suspended,"Friday, June 05, 1980","Thursday, September 18, 1985", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
138.142499999912,34.6236109998068,57,Hamaoka,Hamaoka 1,Japan,34.623611,138.1425,540,515,Boiling Water Reactor, ,BWR-4,Shut down,"Friday, June 10, 1971","Thursday, March 17, 1976","Saturday, January 30, 2009", , ,Chubu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/2/20/Hamaoka_NPP_201005.jpg,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
138.601666999651,37.4283329997974,58,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 6,Japan,37.428333,138.601667,1356,1315,Boiling Water Reactor,"Hitachi,Toshiba,General Electric",ABWR,Operation Suspended (Restart Approved),"Wednesday, November 03, 1992","Friday, November 07, 1996", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
132.999167000274,35.5383330000252,59,Shimane,Shimane 2,Japan,35.538333,132.999167,820,789,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Sunday, February 02, 1985","Saturday, February 10, 1989", , , ,Chugoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/d5/SHIMANE-NPP.JPG,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant
138.601666999651,37.4283329997974,60,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 7,Japan,37.428333,138.601667,1356,1315,Boiling Water Reactor,"Hitachi,Toshiba,General Electric",ABWR,Operation Suspended (Restart Approved),"Friday, July 01, 1993","Thursday, July 02, 1997", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
125.4939999999,39.9209999997784,61,Taechon,Taechon 1,North Korea,39.921,125.494,200,0, , , ,Unfinished, , ,1994, , , , ,https://en.wikipedia.org/wiki/Taechon_County
